sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
"melhor restaurant em manau , sem duvida ! !",0,0,0,1,0,0,0,0
"não é necessariament o melhor custo benefício , ma vale .",0,0,0,0,0,0,1,0
"pedimo 1 sanduích brioch misto , 1 croqu monsieur , 2 suco , 1 fatia de torta beijinho , tudo muito bom adorei , ma o valor de 98,20 reai , caro né ?",0,0,1,0,0,0,1,0
"local privilegiado para passar bon momento na hora do almoço , tudo na medida certa .",0,0,0,1,0,0,0,0
"bom custo benefíco , ótima brinquedoteca , banda de tambaqui muito boa , entradinha de caldo de peix cortesia",1,0,1,0,0,0,1,0
"ótimo ambient , atendimento de qualidad e agilidad , parabén",1,0,0,0,0,0,0,1
"pessoal , recomendo , essa tem uma grand variedad de cachaça , ultimament ganhou o premio da revista veja , além de um excelent atendimento , um toicinho delicioso , mai esta sempr cheio , tem que ser pacient para conseguir uma mesa , isso torna , ate mai atrativo .",0,0,0,0,0,0,0,1
deni ótimo atendent,0,0,0,0,0,0,0,1
preço justo e estacionamento fácil .,0,0,0,0,1,0,1,0
"ótimo atendimento pelo garçom frança , comida muito boa e preço justo , ambient agradável com boa frequência ..",0,0,1,1,0,0,1,1
ótimo restaurant,0,0,0,1,0,0,0,0
"prato bem servido com qualidad , sabor e preço muito bon .",0,0,1,0,0,0,1,0
tomamo um café region delicioso .,0,1,0,0,0,0,0,0
"um do melhor rodízio de pizza e massa que já fui , se não o melhor .",0,0,1,0,0,0,0,0
"lugar super agradável , música ao vivo .",1,0,0,1,0,0,0,0
"precisa melhorar os petisco , a última vez q fui foi semana passada pedi camarõ empanado e estavam com aspecto estranho quas q estragado preço médio + um pouco caro porção de camarão custou 76 reai",0,0,1,0,0,0,1,0
sem dúvida o melhor açaí frozen de manau .,0,0,1,0,0,0,0,0
comida boa .,0,0,1,0,0,0,0,0
"a picanha mania proporciona a melhor comida de manau , alem de um ambient super confortavel e aconchegant .",1,0,1,0,0,0,0,0
"apesar de ser um restaurant pequeno e que não possui estacionamento privado , até então é fácil estacionar o carro na proximidad do restaurant .",1,0,0,0,1,0,0,0
"lugar super agradável , comida excelent , preço acima da média , ma vale cada centavo investido em seu jantar .",0,0,1,1,0,0,1,0
"manau tem lugar maravilhoso entr ele estão os flutuant no rio negro , nessa féria fui ao flutuant abar sup & food , o atendimento bom , cerveja bem gelada , música de qualidad , ao final do dia é possível ter um do mai belo visuai ... mai",1,1,1,1,0,0,0,1
"lugar aconchegant , comida maravilhosa , preço justo .",1,0,1,0,0,0,1,0
"local super confortável , combinaria perfeita , com vária opçõ e preço maravilhoso .",1,0,1,0,0,0,1,0
"bom fui em um dia de sabado e como todo os locai de qualidad foi preciso aguardar un 30 minuto porqu escolhemoi o mesanino para ficar , poi no térreo seria , muito mai tempo acredito .",0,0,0,0,0,0,0,1
excelent ambient,1,0,0,0,0,0,0,0
"sabor da carn muito bom , podendo pedir o ponto da carn bem ... mai",0,0,1,0,0,0,0,0
"otimo lugar para ir com familia e amigo , rodizio de pizza bom , com muita variedad , atendimento a contento .",0,0,1,1,0,0,0,1
tivemo uma ótima experiência gastronômica no melhor restaurant de manau .,0,0,1,1,0,0,0,0
tem vária opçõ de prato e suco regionai .,0,1,1,0,0,0,0,0
otimo local pra tomar um bom cafe a qualquer hora,0,1,0,0,0,0,0,0
vale a pena uma visita para que tirem as própria conclusõ da comida .,0,0,0,1,0,0,0,0
ambient para toda família com excelent cardápio,1,0,1,0,0,0,0,0
"um lugar bonito , café boa e comida boa .",1,1,1,0,0,0,0,0
"o único ponto em desfavor seria o valor um pouco alto ma , pela qualidad do restaurant , é justificável",0,0,0,1,0,0,1,0
"café da manhã excepcion , muito bom , todo os iten como preço justo",0,0,1,0,0,0,1,0
"lugar muito agradável , muito bom para ir com família e amigo ?",0,0,0,1,0,0,0,0
"local maravilhoso , sem contar no atendimento do mateu q é tooooooop ? ?",0,0,0,1,0,0,0,1
um ótimo lugar para estar com os amigo cerveja sempr gelada .,0,1,0,1,0,0,0,0
parabén a família por est tradicion restaurant .. que jeová deu lhe abenço grandement .,0,0,0,1,0,0,0,0
"carn do hamburg mal temperada , milkshak enjoativo .",0,1,1,0,0,0,0,0
bom atendimento e preço justo .,0,0,0,0,0,0,1,1
ótimo restaurant .. é possível fazer foto estilo cangaceiro rsrsr,0,0,0,1,0,0,0,0
"é um excelent lugar , recomendo demai , um lugar aconchegant e um atendimento impecável .",1,0,0,1,0,0,0,1
a fatia é grand rsr .,0,0,1,0,0,0,0,0
"atendimento do rodrigo uchoa muito bom , atencioso .",0,0,0,0,0,0,0,1
"lugar tranquilo e calmo sem precisar sair da cidad , ótimo pra dar uma fugidinha da loucura urbana .",0,0,0,1,0,0,0,0
preço alto .,0,0,0,0,0,0,1,0
"o restaurant tem outra opçõ de carn , porém o fort é o bacalhau ; ele oferecem ao meno uma 20 combinaçõ de bacalhau .",0,0,1,0,0,0,0,0
"o local é super agradável , o atendimento é rápido , os atendent são bem atencioso , tem espaço para criança , preço acessível e ótimo produto .",1,0,1,1,0,0,1,1
"atendimento excelent e uma ótima casa para se divertir entr amigo , e claro , fazer nova amizad !",0,0,0,1,0,0,0,1
"lugar animado , boa experiência gastronômica , passeio de sup pelo rio negro , loung , mesa ao ar livr , música de boa qualidad , piscina no rio negro , vista linda p o pôr do sol , banheiro limpo , traslado de barco até o bar e atendimento atencioso pelo garçom marco .",1,0,1,0,0,0,0,1
amamo o atendimento do garcon em treinamento wesley super atencioso e pacient com nossa solicitações.ja pode ser promovido .,0,0,0,0,0,0,0,1
"ótimo ambient e excelent atendimento , com bon preço e boa comida ... mai que recomendado .",1,0,1,0,0,0,1,1
"gostamo muito do ambient e pela quantidad de pessoa a servir , a comida veio rápido , muito saborosa e o atendimento do garçom osmar foi excelent , tentarei na próxima ida ao local , ficar na mesa servida por ele .",1,0,1,0,0,0,0,1
maravilhoso nota 10 cerveja gelada mega atendimento nota 10 valeu leo jacaré,0,1,0,0,0,0,0,1
"no último mese a quantidad de proteina ( camarõ , fruto do mar , etc ) no prato vem diminuindo !",0,0,1,0,0,0,0,0
"pens num restaurant que gosto muito de frequentar , adoro o paladar , ambient gostoso e atendimento nota 1000 .",1,0,1,0,0,0,0,1
"bar localizado no largo são sebastião , serv um ótimo sanduích de pernil com cerveja bem gelada , ponto de encontro de jornalista e da boemia da cidad",0,1,1,0,0,0,0,0
"lugar bem arrumado , comida boa e preço justo !",1,0,1,0,0,0,1,0
"pelo contrário , na cafeteria de manau , há melhor e mai acessívei opçõ .... mai",0,0,0,1,0,0,0,0
"atendimento impecável , comida boa .",0,0,1,0,0,0,0,1
as mesa ficam distribuída em quarto .,0,0,0,0,0,1,0,0
excelent lugar !,0,0,0,1,0,0,0,0
"lugar ótimo , super recomendo !",0,0,0,1,0,0,0,0
"preço ok , comida boa , drink mto bon !",0,1,1,0,0,0,1,0
carn passou muito do ponto e outro prato não vem com os ingredient descrito talvez a casa só funcion direito quando a chef está present .,0,0,1,0,0,0,0,0
"péssimo atendimento , comida cara , fria e o suco é de caixa .",0,0,1,0,0,0,0,1
ótimo custo benefício,0,0,0,0,0,0,1,0
"uma da pior pizza que já comi , participei do rodízio em família no dia da criança , a massa da pizza crua com as borda preta queimada , as pizza so tem nome diferent mai toda com mesmo gosto de nada , outra bem salgada , os ingredient parecem ... mai",0,0,1,0,0,0,0,0
ótimo lugar aconchegant,1,0,0,1,0,0,0,0
cerveja gelada ( não tão em conta ) e músico bon que sempr estão tocando por lá .,1,1,0,0,0,0,0,0
"um pouco mai de atenção ao iten de maior rotatividad solucionaria , o atendimento do garçon é bem satisfatório .",0,0,0,0,0,0,0,1
"local agradável , decoração criativa e serviço atencioso .",1,0,0,1,0,0,0,1
o langril é um restaurant razoável .,0,0,0,1,0,0,0,0
não é de admirar est lugar tem sido consistentement melhor restaurant foi classificado em manau no último ano .,0,0,0,1,0,0,0,0
"ma é possível encontrar na adjacência algun privado que não possui preço fixo , aceitando apena algun trocado .",0,0,0,0,0,1,0,0
ótimo custo benefício !,0,0,0,0,0,0,1,0
almoço no estilo self-servic ond você come bem pagando um preço justo .,0,0,1,0,0,0,1,0
é a melhor churrascaria de manau ! ! !,0,0,0,1,0,0,0,0
"ambient aconchegant , excelent atendimento e prato delicioso !",1,0,1,0,0,0,0,1
"gosto mai do shop ponta negra , meno agitado .",0,0,0,1,0,0,0,0
gostei da atendent da nossa mesa ... creio que todo sejam do mesmo padrão .,0,0,0,0,0,0,0,1
local acochegant e com um ambient bem agradável ....,1,0,0,0,0,0,0,0
muito bom loca,0,0,0,0,0,1,0,0
"local agradável , fomo muito bem recebido pelo alex , muito solícito e gent do bem !",0,0,0,1,0,0,0,1
preço justo .,0,0,0,0,0,0,1,0
"excelent comida , bom atendimento.prato típico , ambient agradável , sobremesa deliciosa .",1,0,1,0,0,0,0,1
"excelent lugar , confortável com bom atendimento e variedad de comida saborosa .",1,0,1,1,0,0,0,1
"estava fria e espalhada a primeira vez que pedi estava maravilhoso , dessa vez realment não valeu a pena nada no que paguei .",0,0,1,0,0,0,0,0
acho um lugar fantástico aconselho ao turista conhecerem,0,0,0,1,0,0,0,0
"ele tinham 6 cozinheiro de linha visívei @ todo os tempo , as mesa eram limpa rapidament e ninguém parecia encontrar garçon difícei de encontrar .",1,0,0,0,0,0,0,1
"lugar muito bom , atendimento excelent , comida muito boa com alimento bem preparado .",0,0,1,1,0,0,0,1
um ótimo lugar para curtir uma cerveja geladinha e a boa música brasileira .,1,1,0,0,0,0,0,0
"muito bom , ambient família .",1,0,0,0,0,0,0,0
"gastronomia maravilhosa , música ao vivo sensacion , atendimento rápido com o garçom izaquiel iluminação excelent para self maravilhoso .",1,0,1,0,0,0,0,1
ambient muito grand e bom ar condicionado .,1,0,0,0,0,0,0,0
ótimo lugar para se divertir e levar a família e os amigo .,0,0,0,1,0,0,0,0
ambient para ocasiõ especiai,1,0,0,0,0,0,0,0
um restaurant self-servic com imensa variedad de opçõ ( deliciosa ! ),0,0,1,0,0,0,0,0
"a cachaçaria já foi boa , ma hoje não é mai , depoi que a vigilância sanitária encontr carn estragada no local , nunca mai tive coragem de comer lá .",0,0,1,1,0,0,0,0
"ótimo lugar , ambient agradável , ótimo atendimento e comida deliciosa !",1,0,1,1,0,0,0,1
restaurant simpl comida saborosa e um ótimo atendimento .,0,0,1,0,0,0,0,1
ambient muito bom .,1,0,0,0,0,0,0,0
excelent atendimento do emanuel carioca !,0,0,0,0,0,0,0,1
excelent atendimento e a comida realment muito boa .,0,0,1,0,0,0,0,1
almoço excelent ! !,0,0,1,0,0,0,0,0
lugar simpl para uma refeição rápida e de qualidad .,0,0,1,1,0,0,0,0
restaurant excelent .,0,0,0,1,0,0,0,0
ótimo lugar,0,0,0,1,0,0,0,0
"atendimento excelent , variedad de sabor , ambient agradável ?",1,0,1,0,0,0,0,1
"gostei muito do ambient , do atendimento e da comida , recomendo muito o local principalment para as pessoa que gostam de café region .",1,1,1,0,0,0,0,1
muito bom o local !,0,0,0,1,0,0,0,0
ótimo ambient e ótima bebida .,1,1,0,0,0,0,0,0
lugar aconchegant com boa comida amazonens deliciosa e requintada !,1,0,1,0,0,0,0,0
atendimento impecável ? ? ?,0,0,0,0,0,0,0,1
"ótimo atendimento , alimento bem feito e confiável ; preço muito bom também !",0,0,1,0,0,0,1,1
super maravilhoso,0,0,0,1,0,0,0,0
atendimento maravilhoso e sabor incrívei ?,0,0,1,0,0,0,0,1
música muito alta,1,0,0,0,0,0,0,0
um ótimo local para ir com os amigo ou familiar .,0,0,0,1,0,0,0,0
comida region bem servida com um atendimento muito bom .,0,0,1,0,0,0,0,1
local muito bom gostaria de curtir um bom samba,1,0,0,0,0,0,0,0
"se você vai apena pela pizza recomendo muito poi a qualidad da pizza é excelent , ma se você vai para comer sushi eu não recomendaria , poi cheguei às 19h e demoraram uma eternidad para começar a sevir e ainda era sushi do dia anterior com a alga incomestível além de ter apena 4 opçõ de sushi foi uma decepção total dinheiro jogado no lixo .",0,0,1,0,0,0,0,1
"lugar agradavel , cerveja geladissima , variedad de petisco , o joelho de porco defumado deve ser experimentado , toda as cacharia tem um excelent ambient , porem o atendimento da loja do p10 , deixa um pouco a desejar .",1,1,1,0,0,0,0,1
"recomendo com certeza , uma da melhor opçõ em manau .",0,0,0,1,0,0,0,0
"acho o local pequeno , precisei alguma veze dividir a mesa ma pela comida vale a pena .",1,0,1,0,0,0,0,0
atendimento ótimo !,0,0,0,0,0,0,0,1
local muito bem agradável .,0,0,0,1,0,0,0,0
"sambinha na rua , de qualidad e com preço acessível na cerveja .",1,0,0,0,0,0,1,0
"o atendimento é o diferenci , fomo muitíssimo bem atendido pelo ferreira , gent boa , que no indic a torta de banana como sobremesa .",0,0,0,0,0,0,0,1
"comida boa ... ambient muito iluminado ... acústica prévia ser melhorada , poi mesmo em conversa baixa , o som acaba sendo ficando elevado ...",1,0,1,0,0,0,0,0
recepção na entrada péssima .,0,0,1,0,0,0,0,0
"se não tem música ao vivo , pelo meno terá música ambient .",1,0,0,0,0,0,0,0
excelent ambient,1,0,0,0,0,0,0,0
comida espetacular e atendimento excelent .,0,0,1,0,0,0,0,1
"muito bom mesmo , e o com ótima variedad de pizza !",0,0,1,1,0,0,0,0
"tudo de bom , lugar agradável custo benefício muito bom .",0,0,0,1,0,0,1,0
e tem bom preço ! !,0,0,0,0,0,0,1,0
"ótimo lugar para comer uma deliciosa pizza no rodizio de massa , ambient climatizado , bem familiar , atendimento nota 10 , ótima localização !",1,0,1,0,1,0,0,1
"amo comida mexicana , e a de você estava saborosíssima , o guacamol maravilhoso ... parabén ?",0,0,1,0,0,0,0,0
"lugar de gent bonita , comida boa e bebida para todo os gosto .",1,1,1,0,0,0,0,0
"tem uma cachaça de uva , maravilhosa !",0,1,0,0,0,0,0,0
preço acessível e comida maravilhosa .,0,0,1,0,0,0,1,0
"o lugar também possui estacionamento exclusivo , espaço para tirar foto e para as criança brincarem .",1,0,0,0,1,0,0,0
no dia que fui o banheiro estava mal cuidado e nem tinha sabão para lavar as mão .,1,0,0,0,0,0,0,0
"sanduích bem elaborado e molho razoávei , lugar bacana .",0,0,1,1,0,0,0,0
"excelentíssimo restaurant , com especialidad em carn de sol , é uma da melhor carn de sol servida em manaus/am .",0,0,1,1,0,0,0,0
a recepcionista lorena foi muito educada e gentil .,0,0,0,0,0,0,0,1
excelent lugar,0,0,0,1,0,0,0,0
"pra padrão de qualidad do restaurant é um ótimo custo benefício , ainda mai no happi hour em que vária entrada e bebida custam a metad do preço normal .",0,0,0,0,0,0,1,0
"uma experiência maravilhosa , fomo atendido pelo garçom adriano , super recomendo , comida ótima , atendimento excelent , ambient maravilhoso , nota 1000 .",1,0,1,1,0,0,0,1
"porém , em data comemorativa o atendimento é bastant demorado .",0,0,0,0,0,0,0,1
ambient agradabilíssimo e com música ao vivo final de semana .,1,0,0,0,0,0,0,0
maravilhoso agradavél acolhedor e comida de primeira.preço jsuto,0,0,1,0,0,0,1,0
ambient espaçoso e atendimento rápido .,1,0,0,0,0,0,0,1
"sugiro o prato praia de boa viagem , ótimo custo benefício , cheinho de camarõ , a caipriroska muito boa , chop em dobro ate às 20h .",0,1,1,0,0,0,1,0
ambient agradável e som maravilhoso,1,0,0,0,0,0,0,0
"atendimento excepcion , restaurant maravilhoso , e a melhor trilha sonora que se pode imaginar !",1,0,0,1,0,0,0,1
amei o restaurant atendimento espertacular do garçom anderson frança muito excelent em tudo amei o prato boa viagem camarão internacion tudo maravilhoso minha amiga gise que me indic inclus trabalha no restaurant ..... voltarei ma veze pra mim confraternizar com a família com certeza voltarei tudo incrível ... mai,0,0,1,1,0,0,0,1
decoração belíssima ma infelizment o sabor da comida não é igual ao da culinária paraens .,1,0,1,0,0,0,0,0
opção vegetariana de ótima qualidad .,0,0,1,0,0,0,0,0
melhor lugar de manau para comer uma picanha com os amigo e familiar .,0,0,1,0,0,0,0,0
ótima churrascaria e com localização boa,0,0,0,1,1,0,0,0
existem estabelecimento com comida mai incrementada em manau pagando-s o mesmo valor .,0,0,1,0,0,0,1,0
"a primeira vez que minha filha teve contato com o rio foi no abaré , graça a um ambient tranquilo , familiar e seguro , tivemo a melhor experiência do mundo .",1,0,0,1,0,0,0,0
preço também bastant acessível .,0,0,0,0,0,0,1,0
"ótima recepção , preço incrível da pra sentir um gosto de mina gerai oooooh trem bom",0,0,1,0,0,0,1,1
rodízio bom e com preço justo .,0,0,1,0,0,0,1,0
"excelent restaurant , servindo carn de qualidad , um bom atendimento .",0,0,1,1,0,0,0,1
opção familiar excelent .,0,0,0,1,0,0,0,0
"comida muito boa , ma faltou um um som ambient",1,0,1,0,0,0,0,0
muito bom para um lanch rápido no final da noit ou madrugada .... pizza em dobro com valor justo !,0,0,1,0,0,0,1,0
"um bar tradicion amazonens , recanto de pessoa que gostam de uma cervejinha bem gelada e música ao vivo !",1,1,0,1,0,0,0,0
"possui estacionamento , mesa de sinuca , pista de bolich , espaço infantil e jogo eletrônico .",1,0,0,0,1,0,0,0
comida excelent e com preço justo .,0,0,1,0,0,0,1,0
"tem até sanduich de mortadela ... a carne-de-sol é o ponto alto do restaurant , ma ele se aventuram na gastronomia , tem também bolinho de feijoada , pato no tucupi , filé , pirarucu .",0,0,1,0,0,0,0,0
"atendimento excelent , carta de vinho muito boa .",0,1,0,0,0,0,0,1
"atendimento muito bom , jardel rapaz bem simpático !",0,0,0,0,0,0,0,1
"preço razoável , atendimento muito bom , ambient agradável , cardápio variado com boa opçõ de bebida , para quem gosta de cachaça é o lugar ideal .",1,1,0,0,0,0,1,1
"o caldo de piranha foi a minha primeira grand surpresa , poi foi a primeira vez que eu provei , em seguida uma matrinchã assada , que é servida em cima de uma folha de bananeira , vale muito experimentar .",0,0,1,0,0,0,0,0
preço razoável,0,0,0,0,0,0,1,0
"fui atendido , sem absolutament nenhuma cerimônia , nenhum simpl pedido de desculpa .",0,0,0,0,0,0,0,1
ótimo atendimento e a cerveja muito gelada,0,0,1,0,0,0,0,1
ambient agradável e com música boa .,1,0,0,0,0,0,0,0
ambient excelent .,1,0,0,0,0,0,0,0
lugar muito bom tem ótima opçõ de tira gosto e a cerveja e bem gelada o atendimento e meio demorado ma vale a pena pelo empório que tem muita variedad,0,1,1,1,0,0,0,1
"imenso atraso na entrega , não recomendo !",0,0,0,0,0,0,0,1
"o preço da região é elevado , e o bar acompanha , ma o serviço e os tira gosto ... mai",0,0,0,0,0,0,1,0
"ambient sofisticado e aconchegant , atendimento ótimo e , a moqueca cearens mista estava uma delícia !",1,0,1,0,0,0,0,1
"excelent atendimento , cardápio incrível .",0,0,1,0,0,0,0,1
churra de qualidad e bebida geladinha ótimo ambient família,1,1,1,0,0,0,0,0
"apesar do preço não muito acessível , o banzeiro é uma opção que deve ser levada em consideração para aquel que buscam um restaurant com prato típico da região .",0,0,1,0,0,0,1,0
de sobremesa petit gateau de chocol com cupuaçu !,0,0,1,0,0,0,0,0
"restaurant com muita opçõ de sabor , desd a saborosa carn de sol , joelho suíno e sobretudo o açaí do pará .",0,0,1,0,0,0,0,0
"( isso falando de almoço , poi é o único horário que conheço do estabelecimento )",0,0,0,0,0,1,0,0
"local agradável , bom atendimento e rodízio excelent ! ! !",0,0,1,1,0,0,0,1
"o ambient é um detalh a part , conta com boa decoração com enfas no materiai da região .",1,0,0,0,0,0,0,0
o melhor kikao da cidad !,0,0,1,0,0,0,0,0
"contando com excelent instalaçõ e situado no coração gastronômico do bairro vieiralv , a casa possui um cardápio variado de cozinha internacion com leve toqu de regionidad em algun prato , o que deve agradar a uma clientela bastant diversificada .",1,0,1,0,0,0,0,0
comida maravilhosa e preço justo,0,0,1,0,0,0,1,0
lugar lindo bom atendimento e serviço finalizaçõ impecávei e boa opçõ no cardápio deixa a desejar no sabor,1,0,1,0,0,0,0,1
você sabem tornar o atendimento impecável .,0,0,0,0,0,0,0,1
"atendimento excelent , comida boa , com bastant opção , inclus de salada !",0,0,1,0,0,0,0,1
"foi-s o tempo que tínhamo um bom serviço no coco bambu , como frequentador assíduo vejo cair dramaticament a qualidad no último mese .",0,0,0,0,0,0,0,1
dica : camarão imperi e sobremesa a famosa cocada de forno com sorvet e torta de banana .,0,0,1,0,0,0,0,0
"ótimo espaço , em evento temático se torna ainda mai bonito .",1,0,0,0,0,0,0,0
o lugar é ótimo para quem quer apreciar a natureza tomar um bom banho de rio e curtir o por do sol que o lugar proporciona .,1,0,0,0,0,0,0,0
para os ribeirinho amazônico ‘ banzeiro ’ é a agitação da água feita pelo vento .,0,0,0,0,0,1,0,0
"excelent ambient , música não atrapalha as conversa paralela e o atendimento excelent obrigada fabrício pela atenção a nossa mesa , mai atendent como vc .",1,0,0,0,0,0,0,1
"o atendimento maravilhoso pelo garçom ricardo josé , foi uma experiência ótima prato maravilho , ambient aconchegant ...",1,0,1,0,0,0,0,1
cerveja regionai e petisco para quem quer curtir .,0,1,1,0,0,0,0,0
sempr uma ótima opção ... ma o pessoal é demorado para atend e fazer a entrega .,0,0,0,1,0,0,0,1
"prato bem servido , bom atendimento e preço justo , vale a pena conferir !",0,0,1,0,0,0,1,1
"comida fresquinha , muito bem feita , e de muita qualidad .",0,0,1,0,0,0,0,0
"atendimento excelent , e comida nota 1000",0,0,1,0,0,0,0,1
preço ótimo,0,0,0,0,0,0,1,0
trata-s de um restaurant tradicion de manau e bastant indicado pela pessoa da cidad .,0,0,0,1,0,0,0,0
"ótimo atendimento , comida excelent , ma o sorvet não vem na quantidad que mostra no cardápio .",0,0,1,0,0,0,0,1
"boa pizzaria , amplo espaço , com direito a área para criança , com sabor entr médio e bom .",1,0,1,1,0,0,0,0
"ambient noir e intimista , passar a noit ness bistrô vai fazer sua ida a manau ser uma ótima lembrança à la francesa !",1,0,0,0,0,0,0,0
comida de boa qualidad atendimento excelent pelo phelip,0,0,1,0,0,0,0,1
"lugar agradável , atendimento muito bom",0,0,0,1,0,0,0,1
"lugar bom para um almoço rápido durant o horário de pico , ma se for fora dele os funcionário arrumando o salão é uma experiência horrível !",0,0,0,1,0,0,0,1
valor acessível !,0,0,0,0,0,0,1,0
"ótimo restaurant anexo ao manauara shop , com prato típico do amazona .",0,0,1,1,0,0,0,0
ambient retrô com uma biblioteca interessant ! !,1,0,0,0,0,0,0,0
maiones muito ruim que acompanha o peix frito .,0,0,1,0,0,0,0,0
"comida boa e no preço top , muita opçõ no cardápio , atendent super rápido e solícito .",0,0,1,0,0,0,1,1
se temperar a carn moída e colocar mai ingredient talvez fiqu mai parecido com comida mexicana .,0,0,1,0,0,0,0,0
"ambient agradável , ótima recepção , comida de excelência , peix de dar água na boca , a casa também dispõ de uma brinquedoteca que deixa a criança mai à vontad e o serviço de manobrista , super recomendo ess restaurant !",1,0,1,0,0,0,0,1
qual o valor da torta grand,0,0,0,0,0,1,0,0
"restaurant premiado , de comida region .",0,0,1,1,0,0,0,0
área total climatizada .,1,0,0,0,0,0,0,0
"atendimento excelent garçon rafael e senna muito atencioso , atendimento nota 1000 ...",0,0,0,0,0,0,0,1
"atendimento do garçom luiz excelent e o prato escolhido foi o câmara búzio muito bom , música ambient maravilhosa .",1,0,1,0,0,0,0,1
"otimo ambient , possui um estacionamento pequeno porém exist outro do outro lado da rua do restaurant do mesmo grupo .",1,0,0,0,1,0,0,0
"fazia muito tempo que não apreciava ess espaço , chegamo às 15:30 quas no final do expedient , na próxima avaliarei melhor , sendo que a carn servida estava top .",0,0,1,0,0,0,0,0
muito bom amo o atendimento .,0,0,0,0,0,0,0,1
"comida boa , atendimento excelent , ambient muito agradável , musica ao vivo , preço razoável , recomendo .",1,0,1,0,0,0,1,1
um ótimo restaurant em manau tradicion,0,0,0,1,0,0,0,0
"lugar bem pitoresco , localizado no centro histórico da cidad , é bem frequentado , até mesmo por turista , possui um ótimo atendimento",0,0,0,1,0,0,0,1
"ambient agradável , bom para conversar com amigo",1,0,0,0,0,0,0,0
"lugar agradável , calmo e com pessoa extremament educada para no atend .",0,0,0,1,0,0,0,1
"lugar maravilhoso , com ótimo atendimento .",0,0,0,1,0,0,0,1
"ambient climatizado , atendimento rápido e pratico , variedad de prato opcionai , a melhor picanha da cidad , com sabor inconfundível , e as melhor bebida e sobremesa .",1,0,1,0,0,0,0,1
"lugar agradável , para ir com a família , amigo , a doi , atendimento rápido e comida saborosa ; preço justo .",0,0,1,1,0,0,1,1
atedimento muito top .,0,0,0,0,0,0,0,1
"o valor , claro que depend de condição financeira para condição financeira , é absurdament barato , ainda mai em comparação com outro estabelecimento sem nenhuma infraestrutura com preço mai caro .",0,0,0,0,0,0,1,0
"muito boa experiência , garcon everton é extremament atencioso ....",0,0,0,1,0,0,0,1
atendimento excelent e espaço muito tranquilo,1,0,0,0,0,0,0,1
"ótimo preço para o tipo de alimento , atendimento rápido e de qualidad",0,0,1,0,0,0,1,1
"atendimento ótimo , e preço razoável !",0,0,0,0,0,0,1,1
para quem gosta de carn ( churrasco ) é uma da melhor opcõ de manau picanha mania um salada verd deliciosa e um bom atendimento .,0,0,1,0,0,0,0,1
"cerveja na temperatura ideal , o melhor do bar .",0,1,0,0,0,0,0,0
"ao lado tem arborização do quintal vizinho , o que proporciona mai contato com a natureza .",1,0,0,0,0,0,0,0
"ótimo lugar , sempr lotado",1,0,0,1,0,0,0,0
preço alto !,0,0,0,0,0,0,1,0
"excelent restaurant self servic , com um cardápio variado e de excelent qualidad .",0,0,1,1,0,0,0,0
"ambienta super agradável , atendimento simpático e simpl , carn de excelent paladar , custo benefício atrativo .",1,0,1,0,0,0,1,1
lugar bacana com boa climatização .,1,0,0,1,0,0,0,0
doi ponto fraco : o preparo do prato é lento e o restaurant é pequeno .,1,0,0,0,0,0,0,1
prato bem servido e com sabor peculiar de um prato feito com ingredient e modo preparo de alta ... mai,0,0,1,0,0,0,0,0
"ótimo menu , excelent atendimento , preço justo .",0,0,1,0,0,0,1,1
ótimo restaurant .. peix incrível e o baião .. de respeito,0,0,1,1,0,0,0,0
"uma da melhor pizzaria da cidad , aconchegant , espaçoso , higienizado , bem iluminado , funcionário educado e prestativo , com excelent espaço para as criança .",1,0,0,1,0,0,0,1
"bon prato , preço justo , ambient e decoração agradável , bom atendimento .",1,0,1,0,0,0,1,1
restaurant muito caro pra quem não tem estacionamento,0,0,0,0,1,0,1,0
bar histórico ... bom atendimento ... cerveja bem gelada .. bon petisco .,0,1,1,1,0,0,0,1
ótimo peix e ótimo atendimento,0,0,1,0,0,0,0,1
"comida muito saborosa , local aconchegant e ótimo preço ! !",1,0,1,0,0,0,1,0
excelent experiência degustativa .,0,0,1,0,0,0,0,0
